目标客户编号,品牌类型,电池技术性能得分,舒适性得分,经济性得分,安全性表现得分,动力性表现得分,驾驶操控性表现得分,外观内饰得分,配置与质量品质得分,户口类型,居住时间,居住区域类型,驾龄,家庭成员数,婚姻类型,子女数,出生年,最高学历,工作年限,单位性质,职位类型,家庭年收入,个人年收入,家庭可支配收入,房贷占收入比,车贷占收入比,购买意愿
154,2,88.92278981,88.91681971,85.16608081,88.87519312,85.85416258,83.06086591,86.7855365,85.54478058,2,31,1,5,6,6,2,1989,6,9,4,2,34,13,20,18,0,0
155,2,83.93419612,81.36208133,81.55817068,78.66252487,79.70203081,83.5955792,77.78635512,85.54478058,1,30,2,5,3,5,1,1981,6,14,6,4,40,12,27,0,0,0
156,2,78.91791644,77.80346762,81.55817068,81.45251238,71.44611182,74.69847916,80.06640397,77.76472787,2,11,2,10,3,2,,1988,5,6,7,9,65,60,50,10,10,0
157,2,63.9405477,68.83665239,66.69170125,70.34436303,72.80712964,75.56167793,68.76312816,70.33397033,2,33,1,10,2,3,,1987,5,13,5,4,40,15,20,0,0,0
158,2,86.89191268,81.49627314,70.44455435,81.03064359,83.85439911,83.06086591,84.49346486,85.54478058,1,10,3,4,4,5,1,1987,6,10,4,7,40,12,36,14,6,1
159,2,77.80869155,76.54043924,70.44455435,74.50344395,74.52217771,66.33609241,73.38427443,73.66173617,2,40,1,11,3,5,1,1980,6,16,3,2,50,45,46,0,0,0
160,2,87.81356492,84.64955647,81.55817068,81.92612469,82.6138424,86.13606108,82.16439024,85.54478058,2,33,2,4,5,6,1,1987,5,9,4,6,10,5,9,20,10,0
161,2,80.56273712,77.80346762,74.05246448,88.87519312,72.91115339,80.52038403,82.21341601,85.19548542,1,10,2,1,3,5,1,1984,6,12,4,2,18,10,16,0,0,0
162,2,66.51220782,58.00654058,70.44455435,66.18528212,55.54749785,55.55548143,59.99503514,59.65208248,2,30,2,3,4,5,2,1990,5,8,3,4,15,8,12,3,2,0
163,2,76.14258534,64.0150103,51.82185391,81.92612469,72.97138394,69.41128758,62.27508399,55.89539064,1,10,2,12,3,5,1,1975,6,23,3,2,16,10,8,20,0,0
164,2,73.14562219,77.43604941,74.19740745,74.08157516,74.58240826,75.02696464,71.23726238,66.23097863,2,33,1,5,3,5,1,1987,6,9,3,5,18,10,13,12,0,0
165,2,78.38705731,85.91258485,59.18261714,85.6115933,81.00281808,85.80757561,71.0551998,81.09249372,2,36,1,10,3,5,1,1984,4,13,3,2,25,15,18,0,0,0
166,2,72.27931487,73.53620438,66.69170125,77.76704377,66.65499787,69.73977306,80.05438118,77.41543272,2,35,2,3,3,5,1,1984,6,12,4,7,28,15,25,5,0,0
167,2,72.40635542,76.54043924,74.05246448,81.03064359,74.74666256,66.33609241,75.6152975,73.66173617,1,30,1,2,3,5,1,1984,6,11,4,9,20,11,15,10,10,0
168,2,77.26790856,69.0819805,77.80531758,77.76704377,79.22753946,77.77367433,71.23726238,74.43696203,2,15,1,5,4,5,2,1988,5,10,3,2,25,20,15,20,0,0
169,2,77.80869155,77.80346762,77.80531758,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,1,18,1,12,3,5,1,1986,6,11,2,4,25,18,20,0,17,0
170,2,79.65718321,76.54043924,85.16608081,84.7161122,71.44611182,77.44518886,80.05438118,74.43696203,1,10,1,2,3,2,,1995,6,2,3,8,20,10,9,0,0,0
171,2,78.0286598,93.37104359,62.93884815,99.98334246,82.7780967,94.70467565,90.98150904,92.97553812,2,15,2,7,3,5,1,1987,6,9,4,4,20,8,7,20,30,0
172,2,79.11022576,91.92105457,59.18261714,99.98334246,78.23698925,97.24515753,91.16357162,96.30330397,2,15,2,8,3,5,1,1987,6,9,4,2,22,8,6,18,40,0
173,2,81.68806034,79.06649601,66.69170125,77.76704377,74.74666256,83.06086591,77.76230954,77.76472787,2,39,1,10,3,5,1,1980,6,15,4,6,25,8,17,0,0,0
174,2,85.04342101,83.19956745,96.27969715,92.13879294,85.62967773,86.13606108,84.31140228,88.87254642,2,20,1,8,4,5,2,1985,5,11,4,2,21,11,11,0,20,0
175,2,66.69459328,64.26033841,70.29961138,66.65889442,60.3386118,66.66457788,71.04317701,66.65690932,2,28,2,3,5,6,1,1987,4,10,2,5,27,10,13,20,0,0
176,2,99.0368881,99.0301718,99.0325502,93.03427403,96.90143205,99.99186723,99.9927132,99.98036497,2,16,2,14,3,5,1,1985,6,9,6,8,24,13,9,20,20,0
177,2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,1,20,1,8,5,6,1,1990,6,8,7,9,25,9,16,0,0,1
178,2,92.78606028,89.12385923,85.16608081,93.45614283,99.97749794,94.70467565,99.9927132,99.98036497,2,28,1,10,5,6,1,1985,6,12,4,3,28,15,9,20,25,0
179,2,91.49444992,94.59615981,92.67178702,92.13879294,96.9616626,94.70467565,93.45564325,88.87254642,2,34,1,8,5,6,1,1986,4,10,4,7,24,11,9,0,35,0
180,2,75.77781441,77.80346762,77.80531758,77.76704377,77.76249789,69.41128758,75.48226069,77.76472787,2,30,1,10,1,1,,1990,6,8,7,9,20,10,15,10,5,0
181,2,73.14562219,90.94126646,81.55817068,92.56066173,79.53777651,83.5955792,82.21341601,81.09249372,1,8,2,5,3,5,1,1987,5,9,4,4,26,10,11,18,25,0
182,2,75.23703143,76.54043924,81.55817068,77.76704377,74.68643201,77.77367433,77.77433233,81.86771957,2,37,1,7,3,5,1,1983,5,14,5,4,23,11,18,15,0,0
183,2,66.1538103,69.52522304,74.05246448,66.65889442,63.47490824,63.58938271,64.50610706,71.10919618,2,32,1,8,3,5,1,1988,5,10,4,4,23,12,15,20,0,0
184,2,81.68806034,80.04628412,81.55817068,81.03064359,83.85439911,83.5955792,82.34645282,70.33397033,2,8,2,6,3,5,1,1990,6,6,7,9,30,22,10,30,20,0
185,2,80.07092565,83.96098582,74.19740745,85.6115933,75.76273442,79.98567074,80.10340696,78.19065857,2,39,1,8,4,6,2,1980,6,16,5,4,24,18,20,20,15,0
186,2,73.06301543,53.83285289,55.57808492,62.97342581,64.87971925,58.30219113,66.66514189,51.44240601,2,32,1,2,2,3,,1988,5,7,3,4,20,9,7,20,25,0
187,2,87.07429814,85.62934458,81.55817068,88.87519312,77.70226734,83.5955792,84.49346486,85.54478058,2,28,2,6,3,2,,1982,5,16,4,3,27,10,7,15,40,0
188,2,88.38200683,85.62934458,77.80531758,88.40158081,72.91115339,75.56167793,77.89534635,74.43696203,1,9,1,3,3,5,1,1990,8,5,2,4,21,10,16,25,5,0
189,2,75.77781441,76.54043924,77.80531758,85.1897245,74.68643201,77.77367433,77.77433233,77.76472787,2,39,1,15,3,5,1,1981,4,16,6,4,22,16,15,15,5,0
190,2,80.7664081,71.24061905,63.08379112,73.60796285,69.73106376,69.73977306,71.10422558,74.43696203,2,27,1,5,5,5,1,1993,5,5,4,2,25,15,20,0,0,0
191,2,77.80869155,77.80346762,77.80531758,77.76704377,77.76249789,77.77367433,75.67634606,70.33397033,2,28,1,5,2,3,,1992,6,5,3,7,28,16,20,0,0,0
192,2,73.53167864,80.60066297,74.19740745,78.18891256,77.59824359,78.30838762,77.58024696,77.76472787,1,10,1,11,3,5,1,1986,6,10,6,2,22,12,15,20,10,0
193,2,75.96019988,75.77902087,70.44455435,74.08157516,72.74689909,72.48648275,71.23726238,70.33397033,1,15,4,3,5,6,1,1989,5,5,4,4,20,10,15,0,0,0
194,2,84.50263803,82.62510972,77.80531758,85.6115933,84.01865341,77.77367433,77.77433233,77.76472787,2,10,2,5,3,5,1,1980,5,15,6,5,25,9,6,30,25,0
195,2,71.29713052,67.54781354,66.54338037,66.65889442,75.98721927,66.33609241,71.04317701,70.75990103,2,32,2,10,3,5,1,1987,6,9,5,6,21,15,16,30,0,0
196,2,77.80869155,72.12412753,66.69170125,71.23984413,75.98721927,75.02696464,73.38427443,77.76472787,2,35,1,7,3,5,1,1983,5,15,5,4,23,12,20,15,0,0
197,2,79.65718321,81.93653907,81.55817068,84.7161122,80.83856378,85.80757561,86.59145113,81.44178887,2,35,1,1,3,5,1,1984,5,11,1,4,22,18,9,0,0,0
198,2,70.37547828,74.51599249,70.44455435,70.34436303,77.76249789,77.77367433,77.77433233,77.76472787,2,20,2,7,4,6,1,1987,6,9,4,2,30,20,25,15,0,0
199,2,67.08064973,66.69011554,62.93884815,74.08157516,59.09805509,66.66457788,66.66514189,66.65690932,2,35,1,1,3,5,1,1984,5,14,3,2,30,13,10,0,0,0
200,2,65.77294104,75.3736905,70.44455435,70.34436303,77.76249789,69.73977306,73.20221184,77.76472787,1,15,1,7,3,5,3,1986,6,10,4,3,34,18,31,16,0,0
201,2,83.52045368,86.89237296,81.55817068,88.87519312,85.62967773,86.13606108,79.8723186,84.76955472,2,29,2,7,3,2,,1981,5,17,4,7,36,14,7,15,35,0
202,2,85.36894535,85.62934458,77.80531758,85.6115933,83.85439911,83.06086591,79.8723186,85.54478058,2,27,2,5,3,2,,1993,6,5,4,7,32,13,8,15,35,0
203,2,88.92278981,88.91681971,88.91893392,85.6115933,88.86999791,88.88277078,88.88352277,88.87254642,2,51,4,12,5,6,1,1969,6,27,4,2,32,12,12,0,30,0
204,2,87.07429814,88.91681971,62.79052727,87.97971202,76.46171063,83.5955792,77.77433233,78.11402303,2,29,2,7,3,2,,1981,6,16,4,2,30,11,8,15,30,0
205,2,80.08248625,95.61386008,85.02113784,96.71974265,93.88559672,97.24515753,93.26155789,89.22184158,2,30,1,6,5,6,1,1990,6,8,4,3,30,7,15,0,25,0
206,2,72.82009786,73.49829222,59.33093802,74.08157516,58.56333318,72.48648275,62.09302141,66.23097863,1,18,2,10,5,6,1,1980,5,17,6,2,32,19,13,15,20,0
207,2,80.63936756,83.52071989,81.41322771,76.87156267,82.6138424,77.44518886,79.88434139,76.98950202,2,20,3,6,3,5,1,1982,5,14,2,7,35,12,22,20,5,0
208,2,93.34294159,79.25345664,92.67178702,92.56066173,85.95818633,93.84147689,82.21341601,96.30330397,2,10,2,8,3,5,1,1988,6,8,3,4,31,9,11,20,20,0
209,2,79.71771532,85.91258485,81.55817068,92.56066173,87.09471929,94.16996236,86.7855365,82.21701473,2,32,1,13,3,5,1,1982,5,14,1,2,33,14,12,21,20,0
210,2,89.10517527,82.62510972,88.91893392,81.45251238,80.83856378,80.52038403,82.16439024,77.33879717,2,30,1,7,5,6,1,1990,6,6,4,2,30,12,10,0,13,1
211,2,82.79728523,79.50676194,77.80531758,77.76704377,76.15147357,74.69847916,73.14116328,81.09249372,1,9,2,10,3,5,1,1990,6,6,5,8,30,16,12,35,10,0
212,2,76.69946665,85.11325432,77.80531758,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,2,30,2,3,3,2,,1990,4,7,6,5,30,18,25,0,0,0
213,2,70.98770452,73.25296411,55.57808492,74.50344395,71.19610532,72.48648275,73.33524865,74.43696203,2,20,1,10,4,5,2,1982,8,14,5,4,43,21,28,0,23,0
214,2,77.80869155,77.80346762,81.41322771,77.76704377,77.76249789,77.77367433,82.15236745,77.76472787,1,15,1,12,3,5,1,1986,8,10,3,3,40,30,25,22,0,0
215,2,80.7664081,82.2576915,81.55817068,85.1897245,84.01865341,77.77367433,82.15236745,78.19065857,2,40,1,13,3,5,1,1980,5,17,7,9,60,55,40,0,0,1
216,2,77.80869155,76.54043924,77.80531758,77.76704377,77.76249789,77.77367433,71.04317701,77.76472787,2,25,1,4,3,2,,1995,8,3,5,4,40,30,35,0,0,0
217,2,83.52045368,85.62934458,81.55817068,81.45251238,85.79393203,86.13606108,84.49346486,84.76955472,2,35,1,15,4,5,2,1985,5,15,2,2,40,25,25,0,0,1
218,2,85.04342101,81.09094276,81.55817068,81.03064359,85.79393203,80.52038403,84.49346486,77.76472787,2,31,2,8,6,6,2,1989,6,8,4,2,40,13,18,0,30,0
219,2,84.50263803,82.2576915,81.55817068,81.03064359,83.85439911,86.13606108,80.06640397,81.09249372,2,35,1,10,4,5,2,1985,6,13,4,7,48,18,21,0,30,0
220,2,76.15868367,79.82791437,66.69170125,74.50344395,72.91115339,69.41128758,80.06640397,69.98467517,1,4,1,7,3,5,1,1987,6,10,3,2,45,8,40,0,0,0
221,2,80.7664081,77.80346762,74.05246448,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,2,10,2,8,3,2,,1988,5,8,7,9,60,55,50,10,10,0
222,2,72.09692941,72.273176,66.69170125,74.08157516,69.6708332,75.02696464,64.38509304,70.75990103,2,40,2,16,5,6,1,1980,4,17,6,2,40,30,25,45,0,0
223,2,88.92278981,91.34659684,88.91893392,93.03427403,88.86999791,94.70467565,88.88352277,88.87254642,1,35,2,8,3,5,1,1985,5,11,2,3,10,5,4,0,300,0
224,2,83.21102768,84.500508,81.55817068,84.7161122,84.01865341,83.06086591,82.16439024,85.54478058,2,30,1,8,4,6,2,1990,5,8,6,2,36,25,25,0,0,0
225,2,81.16405222,81.36208133,81.41322771,85.1897245,80.83856378,79.98567074,84.49346486,77.33879717,2,31,2,7,4,5,2,1989,5,8,4,4,12,7,10,0,0,0
226,2,77.80869155,77.80346762,81.55817068,77.76704377,80.83856378,77.77367433,84.44443909,77.76472787,2,35,1,3,3,5,1,1985,5,12,4,4,13,9,7,0,0,0
227,2,85.55133081,84.64955647,85.31102379,85.1897245,77.53801304,83.5955792,84.49346486,82.21701473,2,30,1,5,4,4,,1990,6,7,5,4,13,14,12,0,0,0
228,2,77.26790856,70.95737878,70.44455435,81.03064359,63.41467769,77.77367433,68.95721353,67.00620448,2,35,1,7,4,5,2,1985,4,12,3,2,30,20,20,0,0,0
229,2,85.78268779,83.8881381,81.55817068,81.45251238,80.77833322,83.5955792,77.77433233,81.44178887,1,15,1,4,5,6,1,1990,5,7,5,7,14,14,12,0,0,0
230,2,81.68806034,77.80346762,81.55817068,81.03064359,85.62967773,86.13606108,80.05438118,88.87254642,2,33,1,8,6,6,2,1987,6,9,5,3,30,18,12,0,0,1
231,2,86.37881569,89.10378034,85.31102379,86.0852056,86.930465,89.21125626,84.44443909,84.42025956,2,37,2,9,4,5,2,1982,5,14,5,4,17,13,14,20,6,0
232,2,84.86103555,75.98606039,85.16608081,85.1897245,87.09471929,88.88277078,84.68755023,84.76955472,2,33,2,12,3,5,1,1987,6,10,2,1,18,8,10,20,5,0
233,2,83.93419612,77.80346762,77.80531758,81.03064359,82.6138424,83.06086591,84.49346486,77.76472787,2,33,1,8,5,6,1,1987,6,9,5,2,16,17,11,0,0,0
234,2,83.00735669,86.89237296,77.80531758,85.1897245,85.62967773,86.13606108,82.16439024,84.76955472,1,10,2,5,1,1,,1992,6,6,6,5,15,8,10,13,10,0
235,2,79.83956868,74.51599249,81.55817068,74.50344395,69.6708332,75.02696464,80.05438118,81.86771957,2,20,3,5,3,5,1,1984,5,11,3,2,18,11,9,30,8,0
236,2,79.78422375,77.43604941,85.16608081,77.76704377,74.68643201,77.77367433,88.88352277,85.54478058,2,32,1,6,3,5,1,1988,6,9,4,7,18,10,15,12,0,0
237,2,63.91759838,62.46076446,62.93884815,74.50344395,55.54749785,52.80629945,64.37307026,70.75990103,2,35,1,3,4,5,2,1986,6,11,4,8,18,10,15,0,0,0
238,2,77.48316721,77.95251609,74.05246448,85.1897245,74.58240826,75.56167793,82.16439024,85.54478058,1,12,2,8,3,5,1,1986,5,11,5,2,18,14,12,10,8,0
239,2,73.92932275,74.51599249,70.44455435,74.50344395,69.89531806,74.69847916,71.23726238,73.66173617,1,8,1,10,3,5,1,1980,5,17,4,1,18,13,12,0,0,0
240,2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,93.27358067,96.30330397,2,33,1,8,3,5,1,1986,8,7,3,3,24,15,9,40,0,0
241,2,82.82497123,81.09094276,85.16608081,81.92612469,80.83856378,83.5955792,82.34645282,81.86771957,2,5,1,7,3,5,1,1984,5,12,2,2,20,12,10,30,5,0
242,2,84.32025257,79.82791437,81.55817068,81.92612469,87.09471929,83.06086591,80.06640397,81.44178887,2,32,1,7,5,6,1,1988,6,8,3,9,28,17,11,0,0,1
243,2,81.36253601,83.48280772,81.55817068,77.76704377,85.85416258,86.13606108,79.8723186,81.09249372,2,30,1,5,5,6,1,1990,6,7,6,2,27,15,12,0,0,0
244,2,62.40148204,69.48731088,62.93884815,74.08157516,65.04397355,63.58938271,64.19100768,62.55391762,2,40,1,5,3,1,1,1980,6,17,5,4,25,7,15,20,5,0
245,2,80.7664081,86.89237296,74.05246448,77.34517498,77.92675219,77.44518886,77.78635512,73.66173617,2,30,1,3,3,5,1,1990,6,6,3,4,25,16,20,18,6,0
246,2,85.04342101,85.62934458,81.55817068,92.13879294,88.70574362,86.13606108,84.31140228,84.76955472,2,35,1,10,4,6,2,1985,5,13,3,2,25,10,20,0,0,1
247,2,82.10180278,82.21977934,81.55817068,81.92612469,80.83856378,80.52038403,82.34645282,84.76955472,2,10,1,12,3,5,1,1986,6,12,4,3,24,17,18,0,0,0
248,2,85.04342101,81.97445123,81.55817068,85.1897245,85.79393203,86.13606108,82.21341601,81.09249372,2,30,1,8,4,3,2,1990,5,8,5,2,22,9,17,0,0,1
249,2,75.77781441,69.11989267,74.19740745,71.23984413,68.37004594,66.33609241,66.85922726,71.10919618,2,31,2,8,3,5,1,1988,6,9,4,3,24,13,8,20,33,0
250,2,75.03336045,74.9861934,59.18261714,81.92612469,68.43027649,69.94600087,62.03197284,70.33397033,2,20,2,2,3,5,1,1990,6,6,4,4,23,9,10,15,25,0
251,2,65.77294104,72.4073678,74.05246448,66.65889442,77.76249789,69.20505977,66.66514189,73.66173617,1,10,2,5,5,6,1,1984,6,12,4,7,20,12,5,20,30,0
252,2,69.65230984,72.98182553,70.44455435,74.50344395,84.07888396,77.77367433,77.77433233,81.09249372,2,20,2,8,5,6,1,1988,6,9,4,5,21,9,10,0,20,0
253,2,70.24843774,76.54043924,70.44455435,73.60796285,68.05980888,74.69847916,71.0551998,77.33879717,1,10,1,3,3,2,,1991,6,5,5,2,20,6,8,0,35,0
254,2,64.66371615,67.4515339,70.29961138,74.50344395,66.65499787,66.66457788,77.77433233,66.65690932,2,45,1,15,3,5,1,1974,5,25,3,6,20,8,10,20,0,0
255,2,84.6457769,69.40313294,85.02113784,81.92612469,76.46171063,88.55428531,71.04317701,74.78625718,2,12,2,9,5,6,1,1983,5,12,4,3,25,15,7,30,20,0
256,2,81.68806034,77.80346762,77.80531758,77.76704377,74.68643201,74.69847916,73.33524865,77.76472787,2,10,2,5,3,5,1,1980,5,15,4,3,25,9,7,30,25,0
257,2,75.23703143,76.54043924,70.44455435,77.76704377,77.76249789,75.02696464,82.16439024,81.44178887,2,34,1,5,3,5,1,1986,4,11,6,4,20,15,15,15,0,0
258,2,81.68806034,83.23747961,77.80531758,74.50344395,72.91115339,72.48648275,73.33524865,73.66173617,2,32,1,8,3,5,1,1988,5,10,4,7,23,13,15,20,0,0
259,2,65.23215806,61.86847345,70.44455435,74.50344395,64.87971925,69.41128758,68.76312816,70.75990103,2,9,2,5,3,5,1,1989,8,5,3,7,20,8,6,20,33,0
260,2,71.29713052,79.06649601,77.80531758,81.92612469,77.76249789,88.88277078,79.8723186,77.76472787,2,15,2,5,5,6,1,1988,6,9,3,4,20,12,8,30,15,0
261,2,67.80381817,66.69011554,63.08379112,70.81797534,66.65499787,66.66457788,71.10422558,66.65690932,2,40,4,20,3,5,1,1980,5,20,5,2,20,15,12,10,10,0
262,2,73.92932275,66.69011554,59.33093802,70.34436303,71.67059668,69.41128758,75.48226069,65.88168347,1,30,1,1,3,5,1,1990,6,5,5,8,24,14,7,20,30,0
263,2,73.7140641,59.05800318,29.5879959,67.08076321,53.54321989,50.26353091,66.66514189,44.43127419,1,3,2,6,2,3,,1992,6,5,4,8,30,8,20,30,10,0
264,2,78.73034378,74.79923276,85.16608081,85.1897245,75.98721927,75.02696464,79.86029581,74.08766687,2,30,1,10,5,6,1,1988,5,8,4,2,30,20,22,30,10,0
265,2,77.80869155,77.80346762,77.80531758,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,2,32,1,10,1,1,,1988,6,10,6,3,30,25,26,25,5,0
266,2,83.93419612,85.62934458,85.16608081,84.7161122,88.86999791,83.5955792,82.16439024,84.76955472,2,32,1,12,5,6,2,1988,6,10,3,3,33,21,17,0,0,1
267,2,80.62326923,80.23324475,70.44455435,77.76704377,74.68643201,85.80757561,77.77433233,81.44178887,2,10,1,15,3,5,1,1985,5,12,5,3,35,15,20,0,0,0
268,2,84.6734629,85.62934458,81.55817068,85.6115933,84.01865341,88.88277078,82.15236745,85.54478058,2,10,2,5,3,2,,1988,5,9,8,10,30,20,26,10,10,0
269,2,80.7664081,88.91681971,77.80531758,88.87519312,79.37352221,88.88277078,75.42121213,85.54478058,2,29,1,3,2,3,,1991,6,7,5,2,36,20,15,37,8,0
270,2,67.04680521,72.36945563,66.69170125,69.92249424,72.74689909,72.48648275,73.20221184,73.66173617,1,6,3,9,2,3,,1990,4,10,4,2,30,18,24,0,0,0
271,2,82.41122879,82.07073087,81.55817068,81.03064359,85.85416258,83.5955792,84.49346486,81.86771957,1,10,1,2,3,5,1,1980,5,15,9,11,30,25,26,0,0,1
272,2,83.52045368,82.07073087,77.80531758,77.76704377,81.00281808,80.52038403,82.16439024,81.86771957,2,27,2,3,4,4,,1993,6,2,3,4,35,13,15,0,0,0
273,2,63.38366639,66.32269732,59.18261714,52.28420772,61.63939907,61.3773863,62.27508399,55.54909078,1,30,1,7,3,5,1,1981,3,17,5,2,30,22,22,50,10,0
274,2,77.80869155,58.06272103,62.79052727,62.4998135,58.9493036,67.19929117,71.03115423,59.65208248,2,2,2,2,3,2,,1996,5,1,1,5,30,7,10,40,8,0
275,2,76.69946665,84.46259583,77.80531758,77.34517498,74.52217771,69.41128758,77.77433233,81.09249372,2,39,1,10,3,5,1,1981,5,16,4,4,39,21,35,18,0,0
276,2,91.01419905,71.14433942,81.55817068,78.24065607,80.83856378,80.52038403,93.14054387,81.09249372,1,20,2,10,2,3,,1987,5,10,7,9,60,48,50,10,10,0
277,2,81.18015054,84.500508,81.55817068,84.7161122,83.85439911,80.84886951,82.21341601,85.54478058,2,6,2,8,3,2,,1989,5,6,7,9,50,40,30,10,10,0
278,2,77.06942477,95.61386008,74.05246448,92.56066173,82.55361184,94.70467565,84.23833093,88.52325126,1,13,3,6,3,5,1,1988,6,10,6,6,40,15,25,30,0,0
279,2,76.75999877,72.01336765,74.05246448,77.34517498,72.74689909,75.02696464,71.0551998,73.66173617,1,8,1,8,2,3,,1987,6,9,5,2,40,20,30,15,0,0
280,2,73.92932275,74.51599249,70.44455435,77.76704377,71.50634238,72.48648275,71.23726238,74.43696203,1,5,1,5,5,6,1,1990,5,5,4,5,40,35,20,0,0,0
281,2,73.92932275,74.51599249,70.44455435,77.76704377,71.44611182,75.02696464,73.20221184,73.66173617,1,10,1,10,3,5,1,1980,5,15,7,9,70,65,50,0,0,0
282,2,72.27931487,73.53620438,62.93884815,74.50344395,66.65499787,69.41128758,68.94519074,73.66173617,2,15,1,5,3,5,1,1986,6,8,1,2,58,23,24,20,0,0
283,2,85.36894535,88.15540134,81.55817068,88.87519312,88.86999791,83.5955792,88.88352277,85.54478058,2,28,2,7,3,5,1,1992,6,5,4,6,41,20,18,0,25,0
284,2,67.94176985,50.54355557,51.82185391,52.28420772,49.45011338,49.72833633,55.55595146,51.44240601,1,14,3,2,3,5,1,1991,5,5,7,9,35,30,30,0,0,0
285,2,77.62111889,72.77478601,74.19740745,77.76704377,77.28800654,77.77367433,77.77433233,81.86771957,2,25,1,5,3,2,,1995,6,3,4,8,11,10,23,16,0,0
286,2,81.68806034,86.39076294,88.91893392,81.92612469,85.62967773,83.5955792,82.34645282,85.54478058,2,20,1,12,4,1,1,1984,5,15,3,3,10,5,7,10,0,0
287,2,92.60367482,95.61386008,96.27969715,93.03427403,96.73717775,97.24515753,95.42059272,95.87737327,2,38,2,15,3,5,1,1982,6,16,4,6,12,5,5,15,20,0
288,2,72.40635542,76.54043924,74.05246448,77.76704377,74.68643201,75.02696464,75.67634606,67.43213518,1,25,1,3,3,2,,1992,5,3,1,4,14,5,13,10,10,0
289,2,75.77781441,80.23324475,77.80531758,77.76704377,72.91115339,77.77367433,80.05438118,73.66173617,2,15,2,10,3,5,1,1982,5,15,4,6,13,8,10,12,10,0
290,2,78.34947453,81.05303059,74.05246448,84.7161122,82.07912049,75.23319245,71.0551998,78.11402303,2,35,1,8,3,2,,1985,5,15,5,4,14,12,20,22,8,0
291,2,55.19177636,46.47967728,40.70161223,41.16899757,36.56282025,52.47751831,62.27508399,59.57245165,2,28,2,2,4,4,,1992,6,5,4,8,25,8,16,13,6,0
292,2,61.47297881,69.28902002,51.82185391,81.45251238,57.32277647,63.91786819,79.86029581,62.97984832,2,29,3,3,3,5,1,1990,6,5,4,7,13,7,4,0,50,0
293,2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,34,1,2,3,5,1,1985,4,12,4,4,14,5,5,20,20,0
294,2,70.37547828,72.36945563,81.55817068,69.92249424,79.06328516,72.48648275,77.77433233,81.09249372,1,10,3,10,3,5,1,1982,5,16,4,4,18,8,13,20,10,0
295,2,73.38853977,77.80346762,77.80531758,77.76704377,71.67059668,75.02696464,77.77433233,77.76472787,2,32,1,8,3,3,1,1988,5,10,4,7,23,13,16,20,0,0
296,2,83.564238,83.23747961,81.55817068,88.87519312,88.86999791,80.52038403,82.34645282,81.09249372,2,37,2,12,3,5,1,1983,6,13,7,9,15,9,8,40,10,0
297,2,77.80869155,71.14433942,74.05246448,77.76704377,71.44611182,72.48648275,71.04317701,74.43696203,2,28,1,7,4,2,,1992,6,6,4,5,17,11,10,20,10,0
298,2,78.34947453,85.91258485,88.77399094,85.6115933,79.53777651,85.80757561,90.96948625,88.87254642,2,36,1,10,3,5,1,1983,5,15,6,4,15,10,12,0,0,0
299,2,52.02345177,52.85860001,59.33093802,62.97342581,58.78781804,60.84267301,59.94600936,62.97984832,2,24,1,5,2,3,,1996,5,3,4,9,30,10,15,30,6,0
300,2,73.2061543,61.29401571,62.93884815,74.50344395,79.76226137,75.02696464,80.11542974,77.33879717,2,27,1,5,4,5,1,1993,5,5,4,8,25,13,17,0,0,0
301,2,72.40635542,71.10642725,66.69170125,74.50344395,72.91115339,69.73977306,66.66514189,73.66173617,2,37,2,3,3,5,1,1982,4,14,4,4,17,6,6,18,30,0
302,2,88.92278981,85.91258485,85.16608081,88.87519312,79.53777651,83.5955792,77.77433233,88.87254642,1,30,1,8,1,1,,1990,6,8,4,3,19,7,13,0,0,1
303,2,56.30199965,47.89390703,51.82185391,64.28783817,53.22515547,57.76470989,57.65393773,51.44240601,1,15,2,8,5,6,1,1985,5,12,4,3,15,9,6,0,35,0
304,2,70.55786375,64.81471726,70.44455435,70.34436303,60.39884236,75.23319245,57.84802309,74.43696203,2,10,2,3,3,5,1,1987,6,10,4,3,25,17,18,20,0,0
305,2,71.11474506,77.80346762,66.69170125,74.50344395,77.76249789,77.77367433,77.77433233,74.43696203,2,33,1,7,3,5,1,1986,6,10,6,4,21,11,19,15,0,0
